,Time,Notifier,H,M,R,S_Location,Special,Domain,OS,View
54,2019-09-16,ifactoryx,0,M,0,United States,0,machine24.nl/rx.html,Win 2016,mirror
55,2019-09-16,MR.Donut's,0,M,0,Ireland,0,www.reclame-masters.nl/ohayou.php,Linux,mirror
56,2019-09-16,MR.Donut's,0,0,0,Ireland,0,gordijnenmontage.nl/ohayou.php,Linux,mirror
57,2019-09-15,ifactoryx,0,M,0,United States,0,estrellasalon.nl/rx.html,Unknown,mirror
58,2019-09-14,XB34N'Z,0,M,0,Ireland,0,betalingsscore.nl/1.txt,Win 2012,mirror
59,2019-09-14,XB34N'Z,0,0,0,Ireland,0,consolid8.nl/1.txt,Win 2012,mirror
60,2019-09-13,EssesCyber7,0,M,0,Canada,0,penispluggen.nl/glit.php,Linux,mirror
61,2019-09-11,UnM@SK,0,0,0,Netherlands,0,blog.overthedijk.nl/fck.php,Linux,mirror
62,2019-09-09,Parker'z Gans,0,M,0,Netherlands,0,www.penzen.nl/kerz.htm,Linux,mirror
63,2019-09-09,Mr onion,0,0,0,Netherlands,0,wijnhandelknops.nl/69.htm,Linux,mirror
64,2019-09-09,Hawleri_hacker,H,0,1,Netherlands,0,www.preamkesile.nl,Linux,mirror
65,2019-09-09,Hawleri_hacker,H,0,0,Netherlands,0,www.glamourize.nl,Linux,mirror
66,2019-09-09,Hawleri_hacker,H,0,1,Netherlands,0,zins.nl,Linux,mirror
67,2019-09-08,UnM@SK,0,M,1,Netherlands,0,bikenet.nl/owned.txt,Win 2008,mirror
68,2019-09-08,UnM@SK,0,M,0,Netherlands,0,motor-motoren-motorfiets.nl/ow...,Win 2008,mirror
69,2019-09-08,UnM@SK,0,0,0,Netherlands,0,motorxp.nl/owned.txt,Win 2008,mirror
70,2019-09-08,UnM@SK,0,0,0,Netherlands,0,date24.nl/owned.txt,Linux,mirror
71,2019-09-08,vandilearnstr7,H,0,0,Netherlands,0,nobelschoenen.nl,Linux,mirror
72,2019-09-08,Royal Battler BD,0,M,1,Netherlands,0,debroekbeke.nl/Fighter.html,Linux,mirror
73,2019-09-08,Royal Battler BD,0,M,0,Netherlands,0,meerval-vissen.nl/Fighter.html,Linux,mirror
74,2019-09-08,Royal Battler BD,0,0,1,Netherlands,0,vissenopforel.nl/Fighter.html,Linux,mirror
75,2019-09-08,Fighter Anas,0,0,0,Netherlands,0,picsart.nl/Fighter.html,Linux,mirror
76,2019-09-08,jok3r,H,0,0,Netherlands,0,leiderschapinonderwijs.nl,Linux,mirror
77,2019-09-08,ramzi baalla,0,0,0,Netherlands,0,www.docukit.nl/O.html,Win 2016,mirror
78,2019-09-07,ramzi baalla,0,0,0,Netherlands,0,www.mimosareizen.nl/O.html,Win 2008,mirror
79,2019-09-06,XB34N'Z,0,M,0,Netherlands,0,dcportal54.nl/1.txt,Win 2016,mirror
80,2019-09-06,zakiloup,0,0,0,Netherlands,0,hweo.nl/Back.html,Linux,mirror
81,2019-09-06,zakiloup,0,0,0,Netherlands,0,ronduit-management.nl/Back.html,Linux,mirror
82,2019-09-06,zakiloup,0,0,0,France,0,autocadtekenen.nl/Back.html,Linux,mirror
83,2019-09-06,Mr.Rm19,0,0,1,United Kingdom,0,www.4retailsupport.nl/aulia.txt,Win 2008,mirror
84,2019-09-05,Hector,H,M,0,Netherlands,0,www.topenteen.nl,Linux,mirror
85,2019-09-05,TeaM_CC,0,M,1,Netherlands,0,www.ava-bv.nl/jok3r.txt,Linux,mirror
86,2019-09-05,./NatsukiChan,0,M,0,Netherlands,0,fixmijnklus.nl/jp.php,Linux,mirror
87,2019-09-04,Royal Battler BD,0,M,1,Netherlands,0,www.schroeder.nl/k.htm,Linux,mirror
88,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,arnoldvanosch.nl/k.htm,Linux,mirror
89,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,brokersklus.nl/k.htm,Linux,mirror
90,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,www.alpacaboerderijschaijk.nl/...,Linux,mirror
91,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,geluks-coach.nl/k.htm,Linux,mirror
92,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,dutchmarineservice.nl/k.htm,Linux,mirror
93,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,euro-hosting.nl/k.htm,Linux,mirror
94,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,euro-press.nl/k.htm,Linux,mirror
95,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,galerie4a.nl/k.htm,Linux,mirror
96,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,chacc.nl/k.htm,Linux,mirror
97,2019-09-04,Royal Battler BD,0,M,1,Netherlands,0,diamond-engineering.nl/k.htm,Linux,mirror
98,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,europers.nl/k.htm,Linux,mirror
99,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,hekpz.nl/k.htm,Linux,mirror
100,2019-09-04,Royal Battler BD,0,M,1,Netherlands,0,lichaamstrillingen.nl/k.htm,Linux,mirror
101,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,hollandslokaal.nl/k.htm,Linux,mirror
102,2019-09-04,Royal Battler BD,0,M,1,Netherlands,0,jankan.nl/k.htm,Linux,mirror
103,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,jeugddartverenigingdenbosch.nl...,Linux,mirror
104,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,leentjeelshout.nl/k.htm,Linux,mirror
105,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,klijsencarservice.nl/k.htm,Linux,mirror
106,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,medischpedicurereeshof.nl/k.htm,Linux,mirror
107,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,paardencoachanita.nl/k.htm,Linux,mirror
108,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,retrobridge.nl/k.htm,Linux,mirror
109,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,stonesupport.nl/k.htm,Linux,mirror
110,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,vibrationsatwork.nl/k.htm,Linux,mirror
111,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,werkplezier-coach.nl/k.htm,Linux,mirror
112,2019-09-04,Royal Battler BD,0,M,1,Netherlands,0,zangerwilbert.nl/k.htm,Linux,mirror
113,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,zonnestudio-shine.nl/k.htm,Linux,mirror
114,2019-09-04,Royal Battler BD,0,M,1,Netherlands,0,reneulehake.nl/k.htm,Linux,mirror
115,2019-09-04,Royal Battler BD,0,M,1,Netherlands,0,patrick-dano.nl/k.htm,Linux,mirror
116,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,benfranswa.nl/k.htm,Linux,mirror
117,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,avsportprijzen.nl/k.htm,Linux,mirror
118,2019-09-04,Royal Battler BD,0,M,0,Netherlands,0,avopress.nl/k.htm,Linux,mirror
119,2019-09-04,Indonesia Santet Crew,0,M,1,Ireland,0,www.wavergo.nl/rtcba/images/ha...,Linux,mirror
120,2019-09-04,Indonesia Santet Crew,0,0,1,Netherlands,0,dierenpensiona2culemborg.nl/im...,Win 2012,mirror
121,2019-09-04,Indonesia Santet Crew,0,0,1,Netherlands,0,www.jollyfamily.nl/images/hack...,Linux,mirror
122,2019-09-04,3k1w_500,H,0,0,Netherlands,0,restaurantdolcevita.nl,Linux,mirror
123,2019-09-03,PacmanCorp,0,0,0,Netherlands,0,www.st-aanzet.nl/t3x.htm,Linux,mirror
124,2019-09-03,PacmanCorp,0,0,0,Netherlands,0,pato-partners.nl/t3x.htm,Linux,mirror
125,2019-09-03,VandaTheGod,0,0,0,United Kingdom,0,www.etacanada-aanvragen.nl/vp.htm,Win 2008,mirror
126,2019-09-03,UnM@SK,0,0,1,Netherlands,0,www.ymir.nl/nieuw//modules/mod...,Linux,mirror
127,2019-09-03,UnM@SK,0,0,1,Netherlands,0,www.janslijterij.nl//modules/m...,Linux,mirror
128,2019-09-03,MR.Donut's,0,0,0,Netherlands,0,doorinplus.nl/ohayou.php,Linux,mirror
129,2019-09-03,JavaGhost,H,M,0,Netherlands,0,www.azcarcentrum.nl,Linux,mirror
130,2019-09-02,Imam,0,0,1,Germany,0,gvbmedia.nl/wp-content/_input_...,Linux,mirror
131,2019-09-02,Imam,0,0,1,Netherlands,0,braunnotarisbarneveld.nl/wp-co...,Linux,mirror
132,2019-09-02,DeadsOul,0,0,1,Germany,0,www.wijkverenigingdekreek.nl/i...,F5 Big-IP,mirror
133,2019-09-02,Imam,0,0,1,Netherlands,0,ccalimburg.nl/images/gang.txt,Linux,mirror
134,2019-09-02,Imam,0,0,1,Netherlands,0,dennemaat.nl/images/gang.txt,Linux,mirror
135,2019-09-02,Imam,0,0,1,Netherlands,0,gjstyles.nl/images/gang.txt,Linux,mirror
136,2019-09-02,Imam,0,M,1,Netherlands,0,edwie.nl/images/gang.txt,Linux,mirror
137,2019-09-02,Imam,0,0,1,Netherlands,0,pjghaarlemmermeer.nl/images/ga...,Linux,mirror
138,2019-09-02,Imam,0,0,1,Netherlands,0,annskleurrijkewerken.nl/images...,Linux,mirror
139,2019-09-02,Imam,0,0,1,Netherlands,0,annekegoldsteen.nl/images/gang...,Linux,mirror
140,2019-09-02,Imam,0,M,1,Netherlands,0,borstelschuren.nl/images/gang.txt,Linux,mirror
141,2019-09-02,Imam,0,0,1,Unknown,0,langedwars.nl/images/gang.txt,Linux,mirror
142,2019-09-02,Imam,0,0,1,European Union,0,jkcoaching.nl/images/gang.txt,Linux,mirror
143,2019-09-02,Imam,0,0,1,Netherlands,0,lasranas.nl/images/gang.txt,Linux,mirror
144,2019-09-02,Imam,0,0,1,United States,0,levoleger.nl/images/gang.txt,Linux,mirror
145,2019-09-02,Imam,0,0,1,Netherlands,0,csi-asten.nl/images/gang.txt,Linux,mirror
146,2019-09-02,Imam,0,0,1,Netherlands,0,peltier.nl/images/gang.txt,Linux,mirror
147,2019-09-02,Imam,0,M,1,Ireland,0,yellowcottage.nl/images/gang.txt,Linux,mirror
148,2019-09-02,Imam,0,0,1,Netherlands,0,maisonlafontaine.nl/images/gan...,Linux,mirror
149,2019-09-02,Imam,0,0,1,Netherlands,0,antival.nl/images/gang.txt,Win 2012,mirror
150,2019-09-02,Imam,0,0,1,Netherlands,0,henkenting.nl/images/gang.txt,Linux,mirror
151,2019-09-02,Imam,0,0,1,Netherlands,0,bvbetonindustrie.nl/images/gan...,Linux,mirror
152,2019-09-02,Imam,0,0,1,Netherlands,0,schuurborstels.nl/images/gang.txt,Linux,mirror
153,2019-09-02,Imam,0,0,1,Netherlands,0,buxushof.nl/images/gang.txt,Linux,mirror
154,2019-09-02,Imam,0,0,1,Netherlands,0,hoogenbroek.nl/images/gang.txt,Linux,mirror
155,2019-09-02,Imam,0,0,1,Netherlands,0,hvkaam.nl/images/gang.txt,Linux,mirror
156,2019-09-02,Imam,0,0,1,Netherlands,0,glennhelder.nl/images/gang.txt,Linux,mirror
157,2019-09-02,Imam,0,M,1,Netherlands,0,autopartsveghel.nl/images/gang...,Linux,mirror
158,2019-09-02,Imam,0,0,1,Netherlands,0,cmfd.nl/images/gang.txt,Unknown,mirror
159,2019-09-02,Imam,0,0,1,Ireland,0,vonc-art.nl/images/gang.txt,Linux,mirror
160,2019-09-02,Imam,0,0,1,Netherlands,0,wetering-tuinmachines.nl/image...,Linux,mirror
161,2019-09-02,Imam,0,0,1,Denmark,0,zngf.nl/images/gang.txt,Linux,mirror
162,2019-09-02,Imam,0,0,1,Netherlands,0,miracleofmusic.nl/images/gang.txt,Linux,mirror
163,2019-09-02,Imam,0,0,1,Netherlands,0,lilian-schouten.nl/images/gang...,Linux,mirror
164,2019-09-02,Imam,0,0,1,Netherlands,0,autopartserp.nl/images/gang.txt,Linux,mirror
165,2019-09-02,Imam,0,0,1,Netherlands,0,weva.nl/images/gang.txt,Linux,mirror
166,2019-09-02,Imam,0,0,1,Netherlands,0,benegora.nl/images/gang.txt,Linux,mirror
167,2019-09-02,Imam,0,0,1,Netherlands,0,createweb.nl/images/gang.txt,Linux,mirror
168,2019-09-02,Imam,0,0,1,Denmark,0,debruijnstables.nl/images/gang...,Linux,mirror
169,2019-09-02,Imam,0,0,1,Netherlands,0,clouddrive.nl/images/gang.txt,Linux,mirror
170,2019-09-02,Imam,0,0,0,Netherlands,0,bluus.nl/images/gang.txt,Linux,mirror
171,2019-09-02,Imam,0,0,1,Netherlands,0,eddieblum.nl/images/gang.txt,Linux,mirror
172,2019-09-02,Imam,0,0,1,Netherlands,0,eclipseict.nl/images/gang.txt,Unknown,mirror
173,2019-09-02,Imam,0,0,1,Netherlands,0,thomasklussenbedrijf.nl/yo.gif,Linux,mirror
174,2019-09-02,Imam,0,0,1,Netherlands,0,wesemann.nl/images/jdownloads/...,Linux,mirror
175,2019-09-02,Imam,0,M,1,Germany,0,scoutingrveer.nl/images/jdownl...,F5 Big-IP,mirror
176,2019-09-02,Imam,0,0,1,Netherlands,0,infraroodcompany.nl/images/jdo...,Linux,mirror
177,2019-09-02,Imam,0,0,1,Netherlands,0,broedsels.nl/images/jdownloads...,Linux,mirror
178,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.vanwervenkleding.nl/Morocc...,Win 2008,mirror
179,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.univekleding.nl/Morocco.htm,Win 2008,mirror
180,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.visumplanner.nl/Morocco.htm,Win 2008,mirror
181,2019-09-02,Moroccan Revolution,0,M,1,United Kingdom,0,www.wereldrestaurantdelindenbe...,Win 2008,mirror
182,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.transplan.nl/Morocco.htm,Win 2008,mirror
183,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.slagerijbloem.nl/Morocco.htm,Win 2008,mirror
184,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.tandartslaroi.nl/Morocco.htm,Win 2008,mirror
185,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.stipentertainment.nl/Moroc...,Win 2008,mirror
186,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.zwollepride.nl/Morocco.htm,Win 2008,mirror
187,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.vorktrucks.nl/Morocco.htm,Win 2008,mirror
188,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.snijdeal.nl/Morocco.htm,Win 2008,mirror
189,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.tijs.nl/Morocco.htm,Win 2008,mirror
190,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.rgbplus.nl/Morocco.htm,Win 2008,mirror
191,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.mkbbespaarnu.nl/Morocco.htm,Win 2008,mirror
192,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.landelijkedecoshop.nl/Moro...,Win 2008,mirror
193,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.reuvekampbestratingen.nl/M...,Win 2008,mirror
194,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.scd83.nl/Morocco.htm,Win 2008,mirror
195,2019-09-02,Moroccan Revolution,0,M,1,United Kingdom,0,www.puch-fietsen.nl/Morocco.htm,Win 2008,mirror
196,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.koffiemachinehoreca.nl/Mor...,Win 2008,mirror
197,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.samenloopommen.nl/Morocco.htm,Win 2008,mirror
198,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.palingonline.nl/Morocco.htm,Win 2008,mirror
199,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.moerwijkmachineverhuur.nl/...,Win 2008,mirror
200,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.opreisnaarturkije.nl/Moroc...,Win 2008,mirror
201,2019-09-02,Moroccan Revolution,0,0,0,United Kingdom,0,www.larotape.nl/Morocco.htm,Win 2008,mirror
202,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.onlinepsycholoognederland....,Win 2008,mirror
203,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.motoronderdelenkopen.nl/Mo...,Win 2008,mirror
204,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.opgang-management.nl/Moroc...,Win 2008,mirror
205,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.koffie-loods.nl/Morocco.htm,Win 2008,mirror
206,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.sdsportswear.nl/Morocco.htm,Win 2008,mirror
207,2019-09-02,Moroccan Revolution,0,M,0,United Kingdom,0,www.montessoriglossy.nl/Morocc...,Win 2008,mirror
208,2019-09-02,Moroccan Revolution,0,M,1,United Kingdom,0,www.meijerinkautomotive.nl/Mor...,Win 2008,mirror
209,2019-09-02,Family Attack Cyber,H,0,0,Belgium,0,www.jaarcongreswitwassen.nl,Linux,mirror
210,2019-09-02,R00T Intrud3r,0,0,0,Netherlands,0,expens.nl/root.html,Linux,mirror
211,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.hetgeschorenschaap.nl/Moro...,Win 2008,mirror
212,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.hetbritten.nl/Morocco.html,Win 2008,mirror
213,2019-09-01,Moroccan Revolution,0,0,1,United Kingdom,0,www.hekonvalentijn.nl/Morocco....,Win 2008,mirror
214,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,hansrijpert.nl/Morocco.html,Win 2008,mirror
215,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.haitjema.nl/Morocco.html,Win 2008,mirror
216,2019-09-01,Moroccan Revolution,0,0,0,United Kingdom,0,www.gewoon-vrienden.nl/Morocco...,Win 2008,mirror
217,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.fietsverhuurhazeleger.nl/M...,Win 2008,mirror
218,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.excelmix.nl/Morocco.html,Win 2008,mirror
219,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.dockwerk.nl/Morocco.html,Win 2008,mirror
220,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.blink-schoonmaakbedrijf.nl...,Win 2008,mirror
221,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.bartelswoningstoffering.nl...,Win 2008,mirror
222,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.autobedrijfkok.nl/Morocco....,Win 2008,mirror
223,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.atsnederland.nl/Morocco.html,Win 2008,mirror
224,2019-09-01,Moroccan Revolution,0,M,1,United Kingdom,0,www.amcmotoren.nl/Morocco.html,Win 2008,mirror
225,2019-09-01,Moroccan Revolution,0,0,0,United Kingdom,0,www.amazinggrapes.nl/Morocco.html,Win 2008,mirror
226,2019-09-01,Moroccan Revolution,0,M,0,United Kingdom,0,www.adviesbureaufiore.nl/Moroc...,Win 2008,mirror
227,2019-08-31,TeaM_CC,0,0,1,Netherlands,0,keysense.nl/th3x.html,Linux,mirror
228,2019-08-30,AnonGhost Indonesia,H,M,0,United States,0,laei.eimertvink.nl,Linux,mirror
229,2019-08-30,Explo!T3r,H,0,0,Netherlands,0,beursprof.nl,Linux,mirror
230,2019-08-30,Abu-Omar,0,0,0,Netherlands,0,www.easysecure.nl/en/contact,Linux,mirror
231,2019-08-30,VandaTheGod,0,M,0,Canada,0,ccusa.nl/index.htm,Win 2008,mirror
232,2019-08-30,VandaTheGod,0,M,0,Belgium,0,insectinfo.nl/vp.htm,Win 2012,mirror
233,2019-08-30,VandaTheGod,0,M,0,Belgium,0,entomospeed.nl/vp.htm,Win 2012,mirror
234,2019-08-30,E1nzte1N,0,0,0,Netherlands,0,www.kabelsenco.nl/remukanastor...,Linux,mirror
235,2019-08-29,Gend3ruw0,0,0,0,United States,0,vrolijkverzekeringen.nl/g0.htm,Linux,mirror
236,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,woutersieuwerts.nl/g0.htm,Linux,mirror
237,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,tim-schnitzler.nl/g0.htm,Linux,mirror
238,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,tv-dedoornakkers.nl/g0.htm,Linux,mirror
239,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,schilderjan.nl/g0.htm,Linux,mirror
240,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,selfietravel.nl/g0.htm,Linux,mirror
241,2019-08-29,Gend3ruw0,0,M,0,Ireland,0,garage-strobbe.nl/g0.htm,Linux,mirror
242,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,fotog.nl/g0.htm,Linux,mirror
243,2019-08-29,Gend3ruw0,0,0,0,Belgium,0,metalen-garagebox.nl/g0.htm,Linux,mirror
244,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,hug4joy.nl/g0.htm,Linux,mirror
245,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,albersacupunctuur.nl/g0.htm,Linux,mirror
246,2019-08-29,Gend3ruw0,0,0,0,Netherlands,0,alkolok.nl/g0.htm,Linux,mirror
247,2019-08-29,Türk Börü Siber Tim,H,M,0,Germany,0,pedicuresalonanneke.nl,F5 Big-IP,mirror
